time;avg_velo;frac_wait;numb_cars
60.049999999998725;0.49879380752117486;0.2;10
120.04999999999532;16.06351037128599;0.0;3
180.00000000000668;0.5053621080022783;0.0;3
240.00000000002032;0.0;0.0;2
300.00000000003394;16.580165482604837;0.3333333333333333;3
360.0000000000476;15.541193788081456;0.0;3
420.0000000000612;0.23024522112235932;0.0;2
480.00000000007486;NaN;NaN;0
540.0000000000566;0.3761314416069086;0.0;4
600.000000000002;0.5;0.0;1
660.0499999999474;0.24518029574369465;0.0;4
720.0499999998929;0.33126558125919553;0.0;3
780.0499999998383;0.5003148151061709;0.0;4
840.0499999997837;0.4486069249996448;0.25;4
900.0499999997292;5.460236259595134;0.0;9
960.0499999996746;9.747153789328037;0.0;2
1020.04999999962;1.6431443621239028;0.0;2
1080.0499999995654;0.0;0.0;2
1140.0499999995109;0.6225925963828823;0.0;3
1200.0499999994563;0.4017134718104428;0.2;5
1260.0499999994017;9.018460938660787;0.0;9
1320.0499999993472;7.798719929881778;0.0;3
1380.0499999992926;15.153746521813673;0.0;3
1440.049999999238;0.24916729941440025;0.25;4
1500.0499999991835;0.4607416153095393;0.0;2
1560.0499999991289;0.0;0.0;3
1620.0499999990743;24.161767255198924;0.0;2
1680.0499999990197;0.0;0.0;1
1740.0499999989652;0.3342276268376136;0.0;3
1800.0499999989106;15.962185427247798;0.0;3
1860.049999998856;3.143155775751228;0.0;4
1920.0499999988015;NaN;NaN;0
1980.049999998747;0.0;0.0;2
2040.0499999986923;0.49999999757502095;0.0;6
2100.0499999988742;26.809070798236405;0.0;3
2160.0499999990925;7.020391655799075;0.0;4
2220.049999999311;12.840779581478015;0.0;4
2280.049999999529;0.50545371259558;0.0;2
2340.0499999997473;0.0;0.0;2
2400.0499999999656;0.9549245262391772;0.0;3
2460.0000000001837;47.943308394470485;0.0;3
2520.000000000402;26.811989198107206;0.0;1
2580.0000000006203;21.593513245568534;0.0;2
2640.0000000008386;0.7555964970278417;0.5;6
2700.000000001057;0.0;0.0;4
2760.000000001275;9.687448375102399;0.0;5
2820.0000000014934;0.5099786778504437;0.0;1
2880.0000000017117;0.0;0.0;2
2940.00000000193;0.23213967066505742;0.0;4
3000.000000002148;5.498073861670595;0.0;2
3060.0000000023665;8.280235791419788;0.0;4
3120.000000002585;0.2130140944767276;0.0;5
3180.000000002803;9.580225819175604;0.0;5
3240.0000000030213;0.0;0.0;1
3300.0000000032396;17.05415296430199;0.0;2
3360.000000003458;0.0;0.0;1
3420.000000003676;0.1508725511016838;0.0;3
3480.0000000038945;0.16741243174817091;0.3333333333333333;3
3540.0000000041127;0.25044134726068074;0.0;2
3600.000000004331;0.2542194848033183;0.0;4
3660.0000000045493;0.2615446230792482;0.0;2
3720.0000000047676;NaN;NaN;0
3780.000000004986;45.91774222772084;0.0;1
3840.000000005204;NaN;NaN;0
3900.0000000054224;0.2718383322190981;0.0;2
3960.0000000056407;0.0;0.0;3
4020.000000005859;0.16668265033621765;0.3333333333333333;3
4080.0000000060772;0.0;0.0;1
4140.0000000062955;2.658821349698667;0.0;2
4200.000000006514;0.25541030141723003;0.0;4
4260.000000006732;8.532879208480766;0.0;4
4320.00000000695;0.0;0.0;1
4380.000000007169;0.25;0.0;2
4440.000000007387;0.0;0.0;1
4500.000000007605;0.0;0.0;2
4560.0000000078235;NaN;NaN;0
4620.000000008042;NaN;NaN;0
4680.00000000826;15.865135383672351;0.0;3
4740.000000008478;0.1987788667885987;0.0;5
4800.000000008697;0.0;0.0;2
4860.000000008915;1.5009489848991018;0.0;4
4920.000000009133;22.778632884135877;0.0;2
4980.000000009351;0.0;0.0;1
5040.00000000957;0.0;0.0;1
5100.000000009788;13.724310603685645;0.0;4
5160.000000010006;NaN;NaN;0
5220.0000000102245;10.976999817776807;0.0;1
5280.000000010443;0.453514017950997;0.0;1
5340.000000010661;2.7436809414423684;0.0;2
5400.000000010879;11.175794662902396;0.0;4
5460.000000011098;0.5416989458553103;0.5;2
5520.000000011316;35.39783650546682;0.0;3
5580.000000011534;0.0;0.0;2
5640.0000000117525;2.2852076100613266;0.0;4
5700.000000011971;NaN;NaN;0
5760.000000012189;NaN;NaN;0
5820.000000012407;0.23609686379622152;0.0;2
5880.000000012626;NaN;NaN;0
5940.000000012844;45.08241071624885;0.0;1
6000.000000013062;10.961746912287545;0.3333333333333333;6
6060.00000001328;0.3401013834640824;0.0;3
6120.000000013499;0.0;0.0;1
6180.000000013717;NaN;NaN;0
6240.000000013935;0.23487270100743574;0.0;2
6300.000000014154;0.0;0.0;1
6360.000000014372;NaN;NaN;0
6420.00000001459;0.0;0.0;1
6480.000000014808;0.0;0.0;3
6540.000000015027;0.5;0.0;1
6600.000000015245;NaN;NaN;0
6660.000000015463;NaN;NaN;0
6720.0000000156815;0.2680019394406067;0.0;4
6780.0000000159;NaN;NaN;0
6840.000000016118;4.308581017101006;0.0;3
6900.000000016336;0.5080919898905677;0.0;3
6960.000000016555;0.49341799921878443;0.0;1
7020.000000016773;NaN;NaN;0
7080.000000016991;0.35221982787365413;0.0;3
7140.0000000172095;0.0;0.0;1
7200.000000017428;0.0;0.0;4
7260.000000017646;0.5140848800143885;0.0;4
7320.000000017864;5.858195436052365;0.0;3
7380.000000018083;12.08183848409309;0.0;2
7440.000000018301;0.2598970988127715;0.0;4
7500.000000018519;0.3285881014731706;0.3333333333333333;3
7560.000000018737;0.0;0.0;2
7620.000000018956;0.25871249873885804;0.2;5
7680.000000019174;0.656889790002979;0.3333333333333333;3
7740.000000019392;1.096960708028386;0.25;4
7800.0000000196105;0.5022503270412811;0.0;4
7860.000000019829;15.998540365217309;0.0;3
7920.000000020047;0.1810839624341508;0.0;3
7980.000000020265;0.5770947976403843;0.5;4
