time;avg_velo;frac_wait;numb_cars
60.049999999998725;0.9999999952793468;0.0;1
120.04999999999532;0.9748953726929976;0.0;1
180.00000000000668;0.3623061354145052;0.25;4
240.00000000002032;12.024695971200337;0.25;4
300.00000000003394;0.47604631360136074;0.0;4
360.0000000000476;0.515668555194554;0.0;4
420.0000000000612;0.49639975078457743;0.0;3
480.00000000007486;0.5108215443429971;0.0;2
540.0000000000566;0.5353181891105784;0.0;1
600.000000000002;0.47305671689817397;0.0;1
660.0499999999474;0.92822235015433;0.0;2
720.0499999998929;47.433035431272714;0.0;2
780.0499999998383;NaN;NaN;0
840.0499999997837;1.031849044441736;0.0;4
900.0499999997292;1.0386310105754704;0.0;3
960.0499999996746;0.6764657274878577;0.0;3
1020.04999999962;8.919838490697083;0.0;3
1080.0499999995654;0.9969019087454969;0.0;3
1140.0499999995109;1.0212286351851148;0.0;3
1200.0499999994563;4.001298700661163;0.25;4
1260.0499999994017;2.5403558022094033;0.0;6
1320.0499999993472;5.593743683849302;0.0;8
1380.0499999992926;0.8542509982509542;0.0;7
1440.049999999238;2.1273029469865947;0.0;4
1500.0499999991835;1.0108245639629259;0.0;2
1560.0499999991289;1.048894554502918;0.0;2
1620.0499999990743;1.0164421711605678;0.0;3
1680.0499999990197;0.9824969765906179;0.0;3
1740.0499999989652;0.971459731231633;0.0;4
1800.0499999989106;0.9588313089421667;0.0;2
1860.049999998856;0.4794156542925584;0.0;4
1920.0499999988015;0.6067697551025775;0.125;8
1980.049999998747;0.5000205235811439;0.25;4
2040.0499999986923;0.7576419401035378;0.0;4
2100.0499999988742;0.9819441482776099;0.0;5
2160.0499999990925;0.756095421015293;0.125;8
2220.049999999311;0.7908746748548583;0.2222222222222222;9
2280.049999999529;0.6677188157459906;0.16666666666666666;6
2340.0499999997473;1.0106588076891798;0.0;1
2400.0499999999656;53.21544217859237;0.0;1
2460.0000000001837;0.48401622860493393;0.0;3
2520.000000000402;0.48401622860493393;0.0;3
2580.0000000006203;0.4781052887453109;0.0;4
2640.0000000008386;20.393258073620693;0.0;4
2700.000000001057;10.760605987919984;0.2;5
2760.000000001275;12.474256633499152;0.5;4
2820.0000000014934;0.33759191806297756;0.3333333333333333;6
2880.0000000017117;0.2435395518842847;0.25;4
2940.00000000193;11.571158968978443;0.0;6
3000.000000002148;0.5036328870908632;0.0;3
3060.0000000023665;0.32940395433094033;0.3333333333333333;6
3120.000000002585;0.4988278176347609;0.0;3
3180.000000002803;0.5047189649719017;0.0;5
3240.0000000030213;0.49941976166858754;0.0;4
3300.0000000032396;0.356024908235177;0.0;7
3360.000000003458;0.48411608602986034;0.0;5
3420.000000003676;0.5084722329177405;0.0;3
