time;avg_velo;frac_wait;numb_cars;numb_cars_in;numb_cars_out;avg_velo_in_traffic;
60.049999999998725;22.12481645042167;0.0;2;2;0;22.12481645042167;
120.04999999999532;0.0;0.0;2;2;0;0.0;
180.00000000000668;0.0;0.0;1;1;0;0.0;
240.00000000002032;0.0;0.0;2;2;0;0.0;
300.00000000003394;0.0;0.0;1;1;0;0.0;
360.0000000000476;NaN;NaN;0;0;0;NaN;
420.0000000000612;36.97308163767819;0.0;1;1;0;36.97308163767819;
480.00000000007486;NaN;NaN;0;0;0;NaN;
540.0000000000566;NaN;NaN;0;0;0;NaN;
600.000000000002;34.75911425963084;0.0;1;1;0;34.75911425963084;
660.0499999999474;16.497388648874495;0.0;1;1;0;16.497388648874495;
720.0499999998929;44.57404482691481;0.0;1;1;0;44.57404482691481;
780.0499999998383;29.834655456336495;0.0;1;1;0;29.834655456336495;
840.0499999997837;0.0;0.0;1;1;0;0.0;
900.0499999997292;39.37951079535977;0.0;1;1;0;39.37951079535977;
960.0499999996746;0.0;0.0;2;2;0;0.0;
1020.04999999962;0.0;0.0;2;2;0;0.0;
1080.0499999995654;7.847156586607853;0.0;3;3;0;7.847156586607853;
1140.0499999995109;0.0;0.0;2;2;0;0.0;
1200.0499999994563;15.307746015154466;0.0;3;3;0;15.307746015154466;
1260.0499999994017;10.41759267434843;0.0;2;2;0;10.41759267434843;
1320.0499999993472;0.0;0.0;2;2;0;0.0;
1380.0499999992926;41.57481606909855;0.0;1;1;0;41.57481606909855;
1440.049999999238;NaN;NaN;0;0;0;NaN;
1500.0499999991835;0.0;0.0;2;2;0;0.0;
1560.0499999991289;11.777051642083917;0.0;3;3;0;11.777051642083917;
1620.0499999990743;1.4999999405043913;0.0;1;1;0;1.4999999405043913;
1680.0499999990197;NaN;NaN;0;0;0;NaN;
1740.0499999989652;29.553546246419344;0.0;2;2;0;29.553546246419344;
1800.0499999989106;NaN;NaN;0;0;0;NaN;
1860.049999998856;0.0;0.0;1;1;0;0.0;
1920.0499999988015;NaN;NaN;0;0;0;NaN;
1980.049999998747;15.481730532527889;0.0;2;2;0;15.481730532527889;
2040.0499999986923;0.0;0.0;1;1;0;0.0;
2100.0499999988742;4.999903085580591;0.0;1;1;0;4.999903085580591;
2160.0499999990925;NaN;NaN;0;0;0;NaN;
2220.049999999311;NaN;NaN;0;0;0;NaN;
2280.049999999529;0.0;0.0;1;1;0;0.0;
2340.0499999997473;0.0;0.0;1;1;0;0.0;
2400.0499999999656;0.0;0.0;1;1;0;0.0;
2460.0000000001837;0.0;0.0;1;1;0;0.0;
2520.000000000402;0.0;0.0;1;1;0;0.0;
2580.0000000006203;NaN;NaN;0;0;0;NaN;
2640.0000000008386;NaN;NaN;0;0;0;NaN;
2700.000000001057;NaN;NaN;0;0;0;NaN;
2760.000000001275;0.0;0.0;2;2;0;0.0;
2820.0000000014934;15.657679923030665;0.0;2;2;0;15.657679923030665;
2880.0000000017117;NaN;NaN;0;0;0;NaN;
2940.00000000193;0.0;0.0;3;3;0;0.0;
3000.000000002148;0.0;0.0;1;1;0;0.0;
3060.0000000023665;NaN;NaN;0;0;0;NaN;
3120.000000002585;0.0;0.0;2;2;0;0.0;
3180.000000002803;0.0;0.0;1;1;0;0.0;
3240.0000000030213;23.362724832939037;0.0;2;2;0;23.362724832939037;
3300.0000000032396;0.0;0.0;1;1;0;0.0;
3360.000000003458;NaN;NaN;0;0;0;NaN;
3420.000000003676;NaN;NaN;0;0;0;NaN;
3480.0000000038945;NaN;NaN;0;0;0;NaN;
3540.0000000041127;NaN;NaN;0;0;0;NaN;
3600.000000004331;NaN;NaN;0;0;0;NaN;
3660.0000000045493;NaN;NaN;0;0;0;NaN;
3720.0000000047676;NaN;NaN;0;0;0;NaN;
3780.000000004986;NaN;NaN;0;0;0;NaN;
3840.000000005204;0.0;0.0;1;1;0;0.0;
3900.0000000054224;0.0;0.0;2;2;0;0.0;
3960.0000000056407;45.705781022600654;0.0;1;1;0;45.705781022600654;
4020.000000005859;NaN;NaN;0;0;0;NaN;
4080.0000000060772;5.226637973606837;0.0;1;1;0;5.226637973606837;
4140.0000000062955;NaN;NaN;0;0;0;NaN;
4200.000000006514;0.0;0.0;1;1;0;0.0;
4260.000000006732;NaN;NaN;0;0;0;NaN;
4320.00000000695;0.0;0.0;1;1;0;0.0;
4380.000000007169;NaN;NaN;0;0;0;NaN;
4440.000000007387;NaN;NaN;0;0;0;NaN;
4500.000000007605;0.0;0.0;1;1;0;0.0;
4560.0000000078235;NaN;NaN;0;0;0;NaN;
4620.000000008042;0.0;0.0;1;1;0;0.0;
4680.00000000826;12.71953006941122;0.0;3;3;0;12.71953006941122;
4740.000000008478;10.497371128171912;0.0;1;1;0;10.497371128171912;
4800.000000008697;NaN;NaN;0;0;0;NaN;
4860.000000008915;NaN;NaN;0;0;0;NaN;
4920.000000009133;NaN;NaN;0;0;0;NaN;
4980.000000009351;NaN;NaN;0;0;0;NaN;
5040.00000000957;3.156201196793796;0.0;1;1;0;3.156201196793796;
5100.000000009788;10.916905337863213;0.0;4;4;0;10.916905337863213;
5160.000000010006;15.057798889641953;0.0;1;1;0;15.057798889641953;
5220.0000000102245;NaN;NaN;0;0;0;NaN;
5280.000000010443;0.0;0.0;1;1;0;0.0;
5340.000000010661;1.8334310882218186;0.3333333333333333;3;3;0;1.8334310882218186;
5400.000000010879;NaN;NaN;0;0;0;NaN;
5460.000000011098;NaN;NaN;0;0;0;NaN;
5520.000000011316;9.105379896928849;0.0;2;2;0;9.105379896928849;
5580.000000011534;NaN;NaN;0;0;0;NaN;
5640.0000000117525;NaN;NaN;0;0;0;NaN;
5700.000000011971;NaN;NaN;0;0;0;NaN;
5760.000000012189;NaN;NaN;0;0;0;NaN;
5820.000000012407;NaN;NaN;0;0;0;NaN;
5880.000000012626;0.0;0.0;1;1;0;0.0;
5940.000000012844;28.71702499181318;0.0;1;1;0;28.71702499181318;
6000.000000013062;NaN;NaN;0;0;0;NaN;
6060.00000001328;NaN;NaN;0;0;0;NaN;
6120.000000013499;0.0;0.0;1;1;0;0.0;
6180.000000013717;NaN;NaN;0;0;0;NaN;
6240.000000013935;NaN;NaN;0;0;0;NaN;
6300.000000014154;0.0;0.0;1;1;0;0.0;
6360.000000014372;44.291150038207746;0.0;1;1;0;44.291150038207746;
6420.00000001459;NaN;NaN;0;0;0;NaN;
6480.000000014808;0.0;0.0;1;1;0;0.0;
6540.000000015027;NaN;NaN;0;0;0;NaN;
6600.000000015245;NaN;NaN;0;0;0;NaN;
6660.000000015463;NaN;NaN;0;0;0;NaN;
6720.0000000156815;0.0;0.0;1;1;0;0.0;
6780.0000000159;NaN;NaN;0;0;0;NaN;
6840.000000016118;NaN;NaN;0;0;0;NaN;
6900.000000016336;0.0;0.0;2;2;0;0.0;
6960.000000016555;5.687539344431986;0.0;1;1;0;5.687539344431986;
7020.000000016773;NaN;NaN;0;0;0;NaN;
7080.000000016991;29.75517677277245;0.0;1;1;0;29.75517677277245;
7140.0000000172095;0.0;0.0;1;1;0;0.0;
7200.000000017428;24.08994432909748;0.0;2;2;0;24.08994432909748;
7260.000000017646;0.0;0.0;2;2;0;0.0;
7320.000000017864;NaN;NaN;0;0;0;NaN;
7380.000000018083;NaN;NaN;0;0;0;NaN;
7440.000000018301;4.564683539960358;0.0;2;2;0;4.564683539960358;
7500.000000018519;25.266952154116805;0.0;2;2;0;25.266952154116805;
7560.000000018737;0.0;0.0;1;1;0;0.0;
7620.000000018956;28.06331068175572;0.0;1;1;0;28.06331068175572;
7680.000000019174;0.0;0.0;1;1;0;0.0;
7740.000000019392;NaN;NaN;0;0;0;NaN;
7800.0000000196105;NaN;NaN;0;0;0;NaN;
7860.000000019829;NaN;NaN;0;0;0;NaN;
7920.000000020047;12.856765399255847;0.0;1;1;0;12.856765399255847;
7980.000000020265;0.0;0.0;1;1;0;0.0;
8040.000000020484;NaN;NaN;0;0;0;NaN;
8100.000000020702;NaN;NaN;0;0;0;NaN;
8160.00000002092;NaN;NaN;0;0;0;NaN;
8220.00000002063;NaN;NaN;0;0;0;NaN;
8280.000000019756;0.0;0.0;1;1;0;0.0;
8340.000000018883;43.845343588292245;0.0;1;1;0;43.845343588292245;
8400.00000001801;NaN;NaN;0;0;0;NaN;
8460.000000017137;NaN;NaN;0;0;0;NaN;
8520.000000016264;NaN;NaN;0;0;0;NaN;
8580.00000001539;6.262001962284591;0.0;1;1;0;6.262001962284591;
8640.000000014517;NaN;NaN;0;0;0;NaN;
8700.000000013644;NaN;NaN;0;0;0;NaN;
8760.000000012771;NaN;NaN;0;0;0;NaN;
8820.000000011898;NaN;NaN;0;0;0;NaN;
8880.000000011025;NaN;NaN;0;0;0;NaN;
8940.000000010152;NaN;NaN;0;0;0;NaN;
9000.000000009279;NaN;NaN;0;0;0;NaN;
9060.000000008406;NaN;NaN;0;0;0;NaN;
9120.000000007532;0.0;0.0;2;2;0;0.0;
9180.00000000666;15.171759070012019;0.0;2;2;0;15.171759070012019;
9240.000000005786;0.0;0.0;1;1;0;0.0;
9300.000000004913;NaN;NaN;0;0;0;NaN;
9360.00000000404;0.0;0.0;2;2;0;0.0;
9420.000000003167;0.0;0.0;1;1;0;0.0;
9480.000000002294;NaN;NaN;0;0;0;NaN;
9540.00000000142;NaN;NaN;0;0;0;NaN;
9600.000000000548;13.247526307960403;0.0;2;2;0;13.247526307960403;
9660.049999999674;0.0;0.0;1;1;0;0.0;
9720.0499999988;1.9999896157706385;0.0;2;2;0;1.9999896157706385;
9780.049999997927;NaN;NaN;0;0;0;NaN;
9840.049999997054;25.038626899510096;0.0;1;1;0;25.038626899510096;
9900.049999996181;NaN;NaN;0;0;0;NaN;
9960.049999995308;NaN;NaN;0;0;0;NaN;
10020.049999994435;NaN;NaN;0;0;0;NaN;
10080.049999993562;0.0;0.0;3;3;0;0.0;
10140.049999992689;NaN;NaN;0;0;0;NaN;
10200.049999991816;NaN;NaN;0;0;0;NaN;
10260.049999990943;NaN;NaN;0;0;0;NaN;
10320.04999999007;NaN;NaN;0;0;0;NaN;
10380.049999989196;NaN;NaN;0;0;0;NaN;
10440.049999988323;36.43979914772022;0.0;2;2;0;36.43979914772022;
10500.04999998745;31.285242136700045;0.0;1;1;0;31.285242136700045;
10560.049999986577;5.062586162338957;0.0;2;2;0;5.062586162338957;
10620.049999985704;0.0;0.0;1;1;0;0.0;
10680.04999998483;NaN;NaN;0;0;0;NaN;
10740.049999983958;0.0;0.0;1;1;0;0.0;
10800.049999983084;NaN;NaN;0;0;0;NaN;
10860.049999982211;3.64157112027923;0.0;1;1;0;3.64157112027923;
10920.049999981338;NaN;NaN;0;0;0;NaN;
10980.049999980465;NaN;NaN;0;0;0;NaN;
11040.049999979592;0.0;0.0;1;1;0;0.0;
11100.049999978719;0.0;0.0;1;1;0;0.0;
11160.049999977846;13.848250817368742;0.0;1;1;0;13.848250817368742;
11220.049999976973;NaN;NaN;0;0;0;NaN;
11280.0499999761;NaN;NaN;0;0;0;NaN;
11340.049999975226;NaN;NaN;0;0;0;NaN;
11400.049999974353;NaN;NaN;0;0;0;NaN;
11460.04999997348;NaN;NaN;0;0;0;NaN;
11520.049999972607;NaN;NaN;0;0;0;NaN;
11580.049999971734;NaN;NaN;0;0;0;NaN;
11640.04999997086;NaN;NaN;0;0;0;NaN;
11700.049999969988;NaN;NaN;0;0;0;NaN;
11760.049999969115;0.0;0.0;1;1;0;0.0;
11820.049999968242;NaN;NaN;0;0;0;NaN;
11880.049999967368;NaN;NaN;0;0;0;NaN;
11940.049999966495;NaN;NaN;0;0;0;NaN;
12000.049999965622;NaN;NaN;0;0;0;NaN;
12060.049999964749;NaN;NaN;0;0;0;NaN;
12120.049999963876;NaN;NaN;0;0;0;NaN;
12180.049999963003;NaN;NaN;0;0;0;NaN;
12240.04999996213;NaN;NaN;0;0;0;NaN;
12300.049999961257;NaN;NaN;0;0;0;NaN;
12360.049999960384;NaN;NaN;0;0;0;NaN;
12420.04999995951;0.0;0.0;1;1;0;0.0;
12480.049999958637;NaN;NaN;0;0;0;NaN;
12540.049999957764;NaN;NaN;0;0;0;NaN;
12600.049999956891;NaN;NaN;0;0;0;NaN;
12660.049999956018;46.664735683510486;0.0;1;1;0;46.664735683510486;
12720.049999955145;NaN;NaN;0;0;0;NaN;
12780.049999954272;0.0;0.0;1;1;0;0.0;
12840.049999953399;23.461911975610878;0.0;2;2;0;23.461911975610878;
12900.049999952525;NaN;NaN;0;0;0;NaN;
12960.049999951652;NaN;NaN;0;0;0;NaN;
13020.04999995078;NaN;NaN;0;0;0;NaN;
13080.049999949906;NaN;NaN;0;0;0;NaN;
13140.049999949033;NaN;NaN;0;0;0;NaN;
13200.04999994816;NaN;NaN;0;0;0;NaN;
13260.049999947287;NaN;NaN;0;0;0;NaN;
13320.049999946414;NaN;NaN;0;0;0;NaN;
13380.04999994554;NaN;NaN;0;0;0;NaN;
13440.049999944667;NaN;NaN;0;0;0;NaN;
13500.049999943794;NaN;NaN;0;0;0;NaN;
13560.049999942921;NaN;NaN;0;0;0;NaN;
13620.049999942048;0.0;0.0;1;1;0;0.0;
13680.049999941175;NaN;NaN;0;0;0;NaN;
13740.049999940302;NaN;NaN;0;0;0;NaN;
13800.049999939429;0.0;0.0;1;1;0;0.0;
13860.049999938556;0.0;0.0;2;2;0;0.0;
13920.049999937683;0.0;0.0;1;1;0;0.0;
13980.04999993681;NaN;NaN;0;0;0;NaN;
14040.049999935936;0.0;0.0;1;1;0;0.0;
14100.049999935063;NaN;NaN;0;0;0;NaN;
14160.04999993419;0.0;0.0;1;1;0;0.0;
14220.049999933317;12.626090117716934;0.0;2;2;0;12.626090117716934;
14280.049999932444;NaN;NaN;0;0;0;NaN;
14340.04999993157;NaN;NaN;0;0;0;NaN;
14400.049999930698;NaN;NaN;0;0;0;NaN;
14460.049999929824;NaN;NaN;0;0;0;NaN;
14520.049999928951;0.0;0.0;1;1;0;0.0;
14580.049999928078;NaN;NaN;0;0;0;NaN;
14640.049999927205;0.0;0.0;1;1;0;0.0;
14700.049999926332;10.198944409749641;0.0;2;2;0;10.198944409749641;
14760.049999925459;NaN;NaN;0;0;0;NaN;
14820.049999924586;0.0;0.0;1;1;0;0.0;
14880.049999923713;0.0;0.0;2;2;0;0.0;
14940.04999992284;NaN;NaN;0;0;0;NaN;
15000.049999921966;NaN;NaN;0;0;0;NaN;
15060.049999921093;NaN;NaN;0;0;0;NaN;
15120.04999992022;NaN;NaN;0;0;0;NaN;
15180.049999919347;0.0;0.0;1;1;0;0.0;
15240.049999918474;0.0;0.0;1;1;0;0.0;
15300.0499999176;NaN;NaN;0;0;0;NaN;
15360.049999916728;0.0;0.0;1;1;0;0.0;
15420.049999915855;0.0;0.0;1;1;0;0.0;
15480.049999914982;NaN;NaN;0;0;0;NaN;
15540.049999914108;NaN;NaN;0;0;0;NaN;
15600.049999913235;NaN;NaN;0;0;0;NaN;
