time;avg_velo;frac_wait;numb_cars
60.049999999998725;2.3795886360597835;0.0;1
120.04999999999532;3.5455315006972743;0.0;2
180.00000000000668;7.993514482776414;0.0;3
240.00000000002032;6.576596815571041;0.0;1
300.00000000003394;2.8333448961534655;0.125;3
360.0000000000476;6.310183470673309;0.0;3
420.0000000000612;16.01009763938705;0.0;4
480.00000000007486;5.887333184786778;0.0;3
540.0000000000566;2.1818661331234086;0.0;1
600.000000000002;8.991902339178317;0.0;2
660.0499999999474;1.580443226468668;0.0;1
720.0499999998929;6.567704364003236;0.0;4
780.0499999998383;0.0;0.0;0
840.0499999997837;0.0;0.0;0
900.0499999997292;19.623533811636875;0.0;5
960.0499999996746;5.998892043818687;0.0;2
1020.04999999962;11.532144784684618;0.0;4
1080.0499999995654;0.0;0.0;1
1140.0499999995109;10.409504555537492;0.0;2
1200.0499999994563;0.0;0.0;0
1260.0499999994017;11.801298833623676;0.0;3
1320.0499999993472;12.291325008594551;0.0;4
1380.0499999992926;7.10122639311216;0.0;2
1440.049999999238;10.459906832561288;0.0;3
1500.0499999991835;1.726396947247615;0.0;1
1560.0499999991289;5.650970449142304;0.0;4
1620.0499999990743;11.762035539567503;0.0;3
1680.0499999990197;6.93886933852104;0.0;2
1740.0499999989652;13.211332141173745;0.0;3
1800.0499999989106;2.512125824966386;0.0;1
1860.049999998856;0.0;0.0;0
1920.0499999988015;4.874358561810044;0.0;2
1980.049999998747;8.6411283486725;0.0;2
2040.0499999986923;9.292144028414283;0.0;4
2100.0499999988742;15.917342974476579;0.0;4
2160.0499999990925;5.14587076864224;0.0;2
2220.049999999311;0.0;0.0;0
2280.049999999529;1.4368760336319564;0.0;1
2340.0499999997473;4.064629327479337;0.0;1
2400.0499999999656;7.113663962425591;0.0;4
2460.0000000001837;11.249136260957908;0.0;4
2520.000000000402;0.7562893765717674;0.0;1
2580.0000000006203;7.325672592906335;0.0;3
2640.0000000008386;5.557649731204104;0.0;1
2700.000000001057;19.999219089398967;0.0;4
2760.000000001275;11.245627866871143;0.0;2
2820.0000000014934;7.774568420337951;0.0;2
2880.0000000017117;4.321066544212613;0.0;2
2940.00000000193;9.924644400925585;0.0;4
3000.000000002148;0.4168197195977823;0.0;1
3060.0000000023665;5.250415566874349;0.0;1
3120.000000002585;0.0;0.0;0
3180.000000002803;12.296848634830127;0.0;2
3240.0000000030213;4.800303172475344;0.0;2
3300.0000000032396;4.559163356294831;0.0;1
3360.000000003458;2.302707121634533;0.0;1
3420.000000003676;2.320534807538948;0.0;1
3480.0000000038945;16.18692833982732;0.0;3
3540.0000000041127;8.270381521530275;0.0;5
3600.000000004331;10.673755627452127;0.0;3
3660.0000000045493;2.2265354731087252;0.0;1
3720.0000000047676;0.0;0.0;0
3780.000000004986;0.0;0.0;0
3840.000000005204;0.0;0.0;0
3900.0000000054224;0.0;0.0;0
3960.0000000056407;5.4997204120106815;0.0;2
4020.000000005859;7.2780363800245516;0.0;3
4080.0000000060772;12.076512432253136;0.0;3
4140.0000000062955;5.817406182886773;0.0;2
4200.000000006514;3.9497975670475745;0.0;1
4260.000000006732;10.280667727739809;0.0;2
4320.00000000695;13.71593589410902;0.0;3
4380.000000007169;5.088147763804692;0.0;2
4440.000000007387;0.0;0.0;0
4500.000000007605;0.0;0.0;0
4560.0000000078235;1.7955387448016922;0.0;1
4620.000000008042;0.0;0.0;0
4680.00000000826;11.011680333735644;0.0;2
4740.000000008478;1.3118405633816395;0.0;1
4800.000000008697;5.310731953247592;0.0;1
4860.000000008915;7.190475516954856;0.0;3
4920.000000009133;4.9891836280292265;0.0;2
4980.000000009351;15.18765135765622;0.0;5
5040.00000000957;6.39304768648188;0.0;2
5100.000000009788;0.0;0.0;0
5160.000000010006;4.973048019563507;0.0;4
5220.0000000102245;8.772641519962209;0.0;3
5280.000000010443;0.0;0.0;0
5340.000000010661;6.049592547784374;0.0;2
5400.000000010879;4.917232224169177;0.0;1
5460.000000011098;6.412846570519126;0.0;1
5520.000000011316;0.0;0.0;0
5580.000000011534;16.996565799197484;0.0;7
5640.0000000117525;0.0;0.0;0
5700.000000011971;4.1113789282868005;0.0;2
5760.000000012189;0.0;0.0;0
5820.000000012407;6.764498856025688;0.0;2
5880.000000012626;4.908908885314208;0.0;2
5940.000000012844;1.7083476047743835;0.0;1
6000.000000013062;0.0;0.0;0
6060.00000001328;0.0;0.0;0
6120.000000013499;6.042757166682011;0.0;1
6180.000000013717;0.06374245266108652;0.0;1
6240.000000013935;0.0;0.0;0
6300.000000014154;9.381722119382147;0.0;2
6360.000000014372;0.0;0.0;0
6420.00000001459;5.254081325660324;0.0;1
6480.000000014808;5.681887328209233;0.0;1
6540.000000015027;5.186533487356904;0.0;2
6600.000000015245;0.0;0.0;0
6660.000000015463;7.415097525331755;0.0;4
6720.0000000156815;11.346818524415333;0.0;2
6780.0000000159;1.555777010804273;0.0;1
6840.000000016118;2.600306275991589;0.0;1
6900.000000016336;3.2231635540357626;0.0;1
6960.000000016555;5.789316272668888;0.0;2
7020.000000016773;0.7729164903170117;0.0;1
7080.000000016991;0.0;0.0;0
7140.0000000172095;0.0;0.0;0
7200.000000017428;1.432143183955835;0.0;1
7260.000000017646;0.0;0.0;1
7320.000000017864;9.209797533985542;0.0;4
7380.000000018083;0.0;0.0;0
7440.000000018301;2.225059706118094;0.0;1
7500.000000018519;3.7355149399503085;0.0;2
7560.000000018737;0.0;0.0;0
7620.000000018956;4.055763247919957;0.0;3
7680.000000019174;9.42775429707242;0.0;3
7740.000000019392;6.706399774223668;0.0;1
7800.0000000196105;5.334637737055269;0.0;2
7860.000000019829;0.0;0.0;0
7920.000000020047;0.8811572604273276;0.0;1
7980.000000020265;6.051544255251825;0.0;1
8040.000000020484;3.8690486480995543;0.0;1
8100.000000020702;0.6249918675295788;0.0;1
8160.00000002092;0.0;0.0;1
8220.00000002063;0.3576548010520981;0.0;1
8280.000000019756;0.0;0.0;0
8340.000000018883;0.0;0.0;0
8400.00000001801;0.0;0.0;0
8460.000000017137;0.0;0.0;0
8520.000000016264;3.1818864672649623;0.0;1
8580.00000001539;1.2097004780751817;0.0;1
8640.000000014517;4.970052719918743;0.0;1
8700.000000013644;3.7852890131832657;0.0;2
8760.000000012771;7.294712424808384;0.0;2
8820.000000011898;5.927070808660162;0.0;1
8880.000000011025;4.220074798171495;0.0;1
8940.000000010152;0.0;0.0;0
9000.000000009279;11.629479187499243;0.0;3
9060.000000008406;0.0;0.0;0
9120.000000007532;0.0;0.0;0
