time;avg_velo;frac_wait;numb_cars
60.049999999998725;0.1428571421811031;0.0;1
120.04999999999532;0.0;0.0;1
180.00000000000668;0.0;0.0;1
240.00000000002032;0.07142857142857142;0.0;1
300.00000000003394;0.0;0.0;1
360.0000000000476;0.06881661833981559;0.0;1
420.0000000000612;0.07513522528558472;0.0;2
480.00000000007486;1.6422191593043023;0.0;1
540.0000000000566;0.0;0.0;0
600.000000000002;0.0;0.0;0
660.0499999999474;5.659558957033439;0.0;2
720.0499999998929;0.0;0.0;0
780.0499999998383;0.0;0.0;0
840.0499999997837;0.0;0.0;0
900.0499999997292;0.0;0.0;1
960.0499999996746;6.443984643322508;0.0;1
1020.04999999962;1.0274801311012935;0.0;2
1080.0499999995654;0.0;0.0;0
1140.0499999995109;0.1292835285334358;0.0;1
1200.0499999994563;6.536216491486988;0.0;1
1260.0499999994017;0.1313790864544618;0.0;2
1320.0499999993472;2.4996689205923874;0.0;1
1380.0499999992926;0.13862457479561227;0.0;1
1440.049999999238;0.0;0.0;0
1500.0499999991835;0.14004584365355305;0.0;1
1560.0499999991289;5.313672740153931;0.0;2
1620.0499999990743;5.148996615471901;0.0;3
1680.0499999990197;0.0;0.0;0
1740.0499999989652;0.14689388884152002;0.0;1
1800.0499999989106;0.15689231797856845;0.0;1
1860.049999998856;0.1296736603397415;0.0;1
1920.0499999988015;0.0;0.0;0
1980.049999998747;0.0;0.0;0
2040.0499999986923;0.1454685341488007;0.0;1
2100.0499999988742;0.0;0.0;0
2160.0499999990925;0.0;0.0;0
2220.049999999311;0.0;0.0;0
2280.049999999529;0.0;0.0;0
2340.0499999997473;0.1554338137614499;0.0;1
2400.0499999999656;0.0;0.0;0
2460.0000000001837;4.312482591906203;0.0;3
2520.000000000402;0.0;0.0;1
2580.0000000006203;0.0;0.0;1
2640.0000000008386;3.5519337123591823;0.0;2
2700.000000001057;0.0;0.0;0
2760.000000001275;0.07231766279596748;0.0;2
2820.0000000014934;0.0;0.0;1
2880.0000000017117;0.0;0.0;1
2940.00000000193;0.0;0.0;1
3000.000000002148;0.0;0.0;0
3060.0000000023665;8.826858246635267;0.0;3
3120.000000002585;0.0;0.0;0
3180.000000002803;6.821510012141164;0.0;3
3240.0000000030213;13.25771205818609;0.0;3
3300.0000000032396;0.07142857142857142;0.0;2
3360.000000003458;0.0;0.0;1
